"study_name_rare","source_rare","study_name_common","source_common","trait_rare","trait_common","tier","match_type"
"ukb-wes-bm-00003971","backman","ukb-b-6358","ukb","Non cancer illness code self reported - stress/ICD10 F43","Non-cancer illness code, self-reported: stroke","all","fuzzy3"
"ukb-wes-bm-00000012","backman","ukb-b-6474","ukb","Treatment or Medication Code - ezetimibe","Treatment/medication code: ezetimibe","all","fuzzy3"
"ukb-wes-bm-00003656","backman","ukb-b-6514","ukb","Non cancer illness code self reported - fracture fibula","Non-cancer illness code, self-reported: hiatus hernia","all","fuzzy3"
"ukb-wes-bm-00000986","backman","ukb-b-6519","ukb","Worrier anxious feelings - Yes (1980)","Worrier / anxious feelings","all","fuzzy3"
"ukb-wes-bm-00003023","backman","ukb-b-6538","ukb","Treatment or Medication Code - mirtazapine","Treatment/medication code: mirtazapine","all","fuzzy3"
"ukb-wes-bm-00001572","backman","ukb-b-6539","ukb","Treatment or Medication Code - minerals magnesium","Treatment/medication code: minerals - magnesium","all","fuzzy3"
"ukb-wes-bm-00002849","backman","ukb-b-6548","ukb","Illnesses of mother - Parkinsons disease (20110)","Illnesses of mother: Parkinson's disease","all","fuzzy3"
"ukb-wes-bm-00000236","backman","ukb-b-6633","ukb","Non cancer illness code self reported - other abdominal problem","Non-cancer illness code, self-reported: other renal/kidney problem","all","fuzzy3"
"ukb-wes-bm-00003310","backman","ukb-b-6633","ukb","Non cancer illness code self reported - other respiratory problems","Non-cancer illness code, self-reported: other renal/kidney problem","all","fuzzy3"
"ukb-wes-bm-00003804","backman","ukb-b-6650","ukb","Treatment or Medication Code - adalat 5mg capsule","Treatment/medication code: adalat 5mg capsule","all","fuzzy3"
"ukb-wes-bm-00002454","backman","ukb-b-6834","ukb","Treatment or Medication Code - gabapentin","Treatment/medication code: gabapentin","all","fuzzy3"
"ukb-wes-bm-00002007","backman","ukb-b-6911","ukb","Treatment or Medication Code - diclofenac","Treatment/medication code: diclofenac","all","fuzzy3"
"ukb-wes-bm-00000476","backman","ukb-b-7007","ukb","Other eye problems - Yes (2227)","Other eye problems","all","fuzzy3"
"ukb-wes-bm-00003095","backman","ukb-b-7128","ukb","Ever had cervical smear test - Yes (2694)","Ever had cervical smear test","all","fuzzy3"
"ukb-wes-bm-00003856","backman","ukb-b-7212","ukb","Leg fat mass left (23116)","Leg fat mass (left)","all","fuzzy3"
"ukb-wes-bm-00001192","backman","ukb-b-7385","ukb","Treatment or Medication Code - codeine","Treatment/medication code: codeine","all","fuzzy3"
"ukb-wes-bm-00002888","backman","ukb-b-7422","ukb","Use of sun uv protection - Always (2267)","Use of sun/uv protection","all","fuzzy3"
"ukb-wes-bm-00002126","backman","ukb-b-7469","ukb","Non cancer illness code self reported - allergy to house dust mite","Non-cancer illness code, self-reported: enlarged prostate","all","fuzzy3"
"ukb-wes-bm-00000992","backman","ukb-b-7587","ukb","Length of longest manic irritable episode 13 A week or more (5663)","Length of longest manic/irritable episode","all","fuzzy3"
"ukb-wes-bm-00001541","backman","ukb-b-7773","ukb","Illnesses of father 13 Prostate cancer (20107)","Illnesses of father: Prostate cancer","all","fuzzy3"
"ukb-wes-bm-00000323","backman","ukb-b-7831","ukb","Non cancer illness code self reported - fracture forearm wrist/ICD10 S52","Non-cancer illness code, self-reported: fracture wrist / colles fracture","all","fuzzy3"
"ukb-wes-bm-00002526","backman","ukb-b-7831","ukb","Non cancer illness code self reported - fracture forearm wrist","Non-cancer illness code, self-reported: fracture wrist / colles fracture","all","fuzzy3"
"ukb-wes-bm-00002735","backman","ukb-b-7953","ukb","Forced vital capacity FVC Z score (20257)","Forced vital capacity (FVC)","all","fuzzy3"
"ukb-wes-bm-00003363","backman","ukb-b-8172","ukb","Treatment or Medication Code - lercanidipine","Treatment/medication code: lercanidipine","all","fuzzy3"
"ukb-wes-bm-00000188","backman","ukb-b-8194","ukb","Non cancer illness code self reported - cystitis/ICD10 N30","Non-cancer illness code, self-reported: sciatica","all","fuzzy3"
"ukb-wes-bm-00002442","backman","ukb-b-8194","ukb","Non cancer illness code self reported - rosacea/ICD10 L71","Non-cancer illness code, self-reported: sciatica","all","fuzzy3"
"ukb-wes-bm-00002483","backman","ukb-b-8194","ukb","Non cancer illness code self reported - fracture fibula/ICD10 S824","Non-cancer illness code, self-reported: sciatica","all","fuzzy3"
"ukb-wes-bm-00000381","backman","ukb-b-8210","ukb","Non cancer illness code self reported - raynauds phenomenon disease","Non-cancer illness code, self-reported: crohns disease","all","fuzzy3"
"ukb-wes-bm-00000087","backman","ukb-b-8229","ukb","Non cancer illness code self reported - gastritis gastric erosions","Non-cancer illness code, self-reported: arthritis (nos)","all","fuzzy3"
"ukb-wes-bm-00003032","backman","ukb-b-8315","ukb","Non cancer illness code self reported - abnormal smear cervix","Non-cancer illness code, self-reported: heart/cardiac problem","all","fuzzy3"
"ukb-wes-bm-00002455","backman","ukb-b-8338","ukb","Arm fat mass left (23124)","Arm fat mass (left)","all","fuzzy3"
"ukb-wes-bm-00003499","backman","ukb-b-8398","ukb","Non cancer illness code self reported - polymyalgia rheumatica","Non-cancer illness code, self-reported: glaucoma","all","fuzzy3"
"ukb-wes-bm-00003947","backman","ukb-b-8398","ukb","Non cancer illness code self reported - fibromyalgia/ICD10 M79","Non-cancer illness code, self-reported: glaucoma","all","fuzzy3"
"ukb-wes-bm-00001668","backman","ukb-b-8476","ukb","Loneliness isolation - Yes (2020)","Loneliness, isolation","all","fuzzy3"
"ukb-wes-bm-00000304","backman","ukb-b-8602","ukb","Treatment or Medication Code - gliclazide","Treatment/medication code: gliclazide","all","fuzzy3"
"ukb-wes-bm-00000707","backman","ukb-b-8637","ukb","Non cancer illness code self reported - retinal problem/ICD10 H35","Non-cancer illness code, self-reported: retinal detachment","all","fuzzy3"
"ukb-wes-bm-00001922","backman","ukb-b-8650","ukb","Non cancer illness code self reported - anaemia/ICD10 D64","Non-cancer illness code, self-reported: angina","all","fuzzy3"
"ukb-wes-bm-00002628","backman","ukb-b-8720","ukb","Non cancer illness code self reported - liver biliary pancreas problem","Non-cancer illness code, self-reported: pernicious anaemia","all","fuzzy3"
"ukb-wes-bm-00003774","backman","ukb-b-873","ukb","Fractured bone sites - Spine (6151)","Fractured bone site(s): Spine","all","fuzzy3"
"ukb-wes-bm-00003255","backman","ukb-b-8755","ukb","Treatment or Medication Code - aspirin","Treatment/medication code: aspirin","all","fuzzy3"
"ukb-wes-bm-00002889","backman","ukb-b-8961","ukb","Non cancer illness code self reported - fracture finger/ICD10 S6260","Non-cancer illness code, self-reported: chronic fatigue syndrome","all","fuzzy3"
"ukb-wes-bm-00002896","backman","ukb-b-8961","ukb","Non cancer illness code self reported - carpal tunnel syndrome","Non-cancer illness code, self-reported: chronic fatigue syndrome","all","fuzzy3"
"ukb-wes-bm-00001335","backman","ukb-b-9054","ukb","Leg pain in calf calves - Yes (5463)","Leg pain in calf/calves","all","fuzzy3"
"ukb-wes-bm-00002822","backman","ukb-b-9125","ukb","Non cancer illness code self reported - psoriatic arthropathy/ICD10 L40","Non-cancer illness code, self-reported: rheumatoid arthritis","all","fuzzy3"
"ukb-wes-bm-00003790","backman","ukb-b-9155","ukb","Non cancer illness code self reported - rubella german measles","Non-cancer illness code, self-reported: sleep apnoea","all","fuzzy3"
"ukb-wes-bm-00003858","backman","ukb-b-9155","ukb","Non cancer illness code self reported - peripheral neuropathy","Non-cancer illness code, self-reported: sleep apnoea","all","fuzzy3"
"ukb-wes-bm-00002677","backman","ukb-b-9207","ukb","Treatment or Medication Code - amlodipine","Treatment/medication code: amlodipine","all","fuzzy3"
"ukb-wes-bm-00000531","backman","ukb-b-929","ukb","Frequency of tiredness lethargy in last 2 weeks - Not at all (2080)","Frequency of tiredness / lethargy in last 2 weeks","all","fuzzy3"
"ukb-wes-bm-00001216","backman","ukb-b-929","ukb","Frequency of tiredness lethargy in last 2 weeks - Nearly every day (2080)","Frequency of tiredness / lethargy in last 2 weeks","all","fuzzy3"
"ukb-wes-bm-00003435","backman","ukb-b-929","ukb","Frequency of tiredness lethargy in last 2 weeks - Several days (2080)","Frequency of tiredness / lethargy in last 2 weeks","all","fuzzy3"
"ukb-wes-bm-00002138","backman","ukb-b-9290","ukb","Treatment or Medication Code - cetirizine","Treatment/medication code: cetirizine","all","fuzzy3"
"ukb-wes-bm-00001736","backman","ukb-b-956","ukb","Illnesses of father 11 Parkinsons disease (20107)","Illnesses of father: Parkinson's disease","all","fuzzy3"
"ukb-wes-bm-00003747","backman","ukb-b-9571","ukb","Fractured bone sites - Wrist (6151)","Fractured bone site(s): Wrist","all","fuzzy3"
"ukb-wes-bm-00001286","backman","ukb-b-9685","ukb","Trunk predicted mass (23130)","Trunk predicted mass","all","fuzzy3"
"ukb-wes-bm-00003081","backman","ukb-b-9937","ukb","Had major operations - Yes (2415)","Had major operations","all","fuzzy3"
"ukb-wes-bm-00000096","backman","ukb-b-9940","ukb","Treatment or Medication Code - frusemide","Treatment/medication code: furosemide","all","fuzzy3"
"ukb-wes-bm-00002142","backman","ukb-b-9940","ukb","Treatment or Medication Code - furosemide","Treatment/medication code: furosemide","all","fuzzy3"
"ukb-wes-bm-00002288","backman","ukb-b-9960","ukb","Leg pain on walking action taken - Stop (5507)","Leg pain on walking : action taken","all","fuzzy3"
"ukb-wes-bm-00003755","backman","ukb-b-9960","ukb","Leg pain on walking action taken - Slow down (5507)","Leg pain on walking : action taken","all","fuzzy3"
"ukb-wes-bm-00000859","backman","ukb-b-9981","ukb","Sensitivity hurt feelings - Yes (1950)","Sensitivity / hurt feelings","all","fuzzy3"
"ukb-wes-bm-00000739","backman","ukb-d-1707-1","ukb","Handedness chirality laterality - Left handed (1707)","Handedness (chirality/laterality): Right-handed","all","fuzzy3"
"ukb-wes-bm-00002372","backman","ukb-d-20002-1278","ukb","Non cancer illness code self reported - scarlet fever scarlatina","Non-cancer illness code, self-reported: cataract","all","fuzzy3"
"ukb-wes-bm-00001807","backman","ukb-d-20116-0","ukb","Smoking status - Never (20116)","Smoking status: Never","all","fuzzy3"
"ukb-wes-bm-00001832","backman","ukb-d-20403","ukb","Amount of alcohol drunk on a typical drinking day - 10 or more (20403)","Amount of alcohol drunk on a typical drinking day","all","fuzzy3"
"ukb-wes-bm-00001531","backman","ukb-d-20406","ukb","Ever addicted to alcohol - Yes (20406)","Ever addicted to alcohol","all","fuzzy3"
"ukb-wes-bm-00001864","backman","ukb-d-20408","ukb","Frequency of memory loss due to drinking alcohol in last year - Less than monthly (20408)","Frequency of memory loss due to drinking alcohol in last year","all","fuzzy3"
"ukb-wes-bm-00001596","backman","ukb-d-20409","ukb","Frequency of feeling guilt or remorse after drinking alcohol in last year - Daily or almost daily (20409)","Frequency of feeling guilt or remorse after drinking alcohol in last year","all","fuzzy3"
"ukb-wes-bm-00003821","backman","ukb-d-20409","ukb","Frequency of feeling guilt or remorse after drinking alcohol in last year - Less than monthly (20409)","Frequency of feeling guilt or remorse after drinking alcohol in last year","all","fuzzy3"
"ukb-wes-bm-00000564","backman","ukb-d-20413","ukb","Frequency of inability to cease drinking in last year - Daily or almost daily (20413)","Frequency of inability to cease drinking in last year","all","fuzzy3"
"ukb-wes-bm-00001182","backman","ukb-d-20413","ukb","Frequency of inability to cease drinking in last year - Less than monthly (20413)","Frequency of inability to cease drinking in last year","all","fuzzy3"
"ukb-wes-bm-00003163","backman","ukb-d-20414","ukb","Frequency of drinking alcohol - Never (20414)","Frequency of drinking alcohol","all","fuzzy3"
"ukb-wes-bm-00003061","backman","ukb-d-20415","ukb","Ongoing addiction to alcohol - Yes (20415)","Ongoing addiction to alcohol","all","fuzzy3"
"ukb-wes-bm-00001426","backman","ukb-d-20416","ukb","Frequency of consuming six or more units of alcohol - Daily or almost daily (20416)","Frequency of consuming six or more units of alcohol","all","fuzzy3"
"ukb-wes-bm-00003615","backman","ukb-d-20416","ukb","Frequency of consuming six or more units of alcohol - Less than monthly (20416)","Frequency of consuming six or more units of alcohol","all","fuzzy3"
"ukb-wes-bm-00000044","backman","ukb-d-20436","ukb","Fraction of day affected during worst episode of depression - About half of the day (20436)","Fraction of day affected during worst episode of depression","all","fuzzy3"
"ukb-wes-bm-00000652","backman","ukb-d-20436","ukb","Fraction of day affected during worst episode of depression - Less than half of the day (20436)","Fraction of day affected during worst episode of depression","all","fuzzy3"
"ukb-wes-bm-00001384","backman","ukb-d-20436","ukb","Fraction of day affected during worst episode of depression - Most of the day (20436)","Fraction of day affected during worst episode of depression","all","fuzzy3"
"ukb-wes-bm-00002195","backman","ukb-d-20436","ukb","Fraction of day affected during worst episode of depression - All day long (20436)","Fraction of day affected during worst episode of depression","all","fuzzy3"
"ukb-wes-bm-00000878","backman","ukb-d-20439","ukb","Frequency of depressed days during worst episode of depression - Almost every day (20439)","Frequency of depressed days during worst episode of depression","all","fuzzy3"
"ukb-wes-bm-00002009","backman","ukb-d-20454","ukb","Maximum frequency of taking cannabis - Every day (20454)","Maximum frequency of taking cannabis","all","fuzzy3"
"ukb-wes-bm-00003550","backman","ukb-d-20459","ukb","General happiness with own health - Very happy (20459)","General happiness with own health","all","fuzzy3"
"ukb-wes-bm-00000084","backman","ukb-d-20460","ukb","Belief that own life is meaningful - Very much (20460)","Belief that own life is meaningful","all","fuzzy3"
"ukb-wes-bm-00000254","backman","ukb-d-20460","ukb","Belief that own life is meaningful - A little (20460)","Belief that own life is meaningful","all","fuzzy3"
"ukb-wes-bm-00001744","backman","ukb-d-20460","ukb","Belief that own life is meaningful - Not at all (20460)","Belief that own life is meaningful","all","fuzzy3"
"ukb-wes-bm-00000664","backman","ukb-d-20462","ukb","Distress caused by unusual or psychotic experiences - Very distressing (20462)","Distress caused by unusual or psychotic experiences","all","fuzzy3"
"ukb-wes-bm-00002529","backman","ukb-d-20462","ukb","Distress caused by unusual or psychotic experiences - A bit distressing (20462)","Distress caused by unusual or psychotic experiences","all","fuzzy3"
"ukb-wes-bm-00002708","backman","ukb-d-20462","ukb","Distress caused by unusual or psychotic experiences - Quite distressing (20462)","Distress caused by unusual or psychotic experiences","all","fuzzy3"
"ukb-wes-bm-00002475","backman","ukb-d-20463","ukb","Ever heard an un real voice - Yes (20463)","Ever heard an un-real voice","all","fuzzy3"
"ukb-wes-bm-00002436","backman","ukb-d-20467","ukb","Frequency of unusual or psychotic experiences in past year - Once or twice (20467)","Frequency of unusual or psychotic experiences in past year","all","fuzzy3"
"ukb-wes-bm-00000810","backman","ukb-d-20471","ukb","Ever seen an un real vision - Yes (20471)","Ever seen an un-real vision","all","fuzzy3"
"ukb-wes-bm-00000426","backman","ukb-d-20479","ukb","Ever thought that life not worth living - Yes once (20479)","Ever thought that life not worth living","all","fuzzy3"
"ukb-wes-bm-00000898","backman","ukb-d-20482","ukb","Number of times self harmed - 1 (20482)","Number of times self-harmed","all","fuzzy3"
"ukb-wes-bm-00001257","backman","ukb-d-20482","ukb","Number of times self harmed - 2 (20482)","Number of times self-harmed","all","fuzzy3"
"ukb-wes-bm-00000871","backman","ukb-d-20483","ukb","Ever attempted suicide - Yes (20483)","Ever attempted suicide","all","fuzzy3"
"ukb-wes-bm-00003213","backman","ukb-d-20485","ukb","Ever contemplated self harm - Yes once (20485)","Ever contemplated self-harm","all","fuzzy3"
